,year,ethnicity,age,population
12367,1994,Total Male Chinese,15 - 19 Years,81424
12368,1994,Total Male Chinese,20 - 24 Years,94681
12369,1994,Total Male Chinese,25 - 29 Years,103607
12370,1994,Total Male Chinese,30 - 34 Years,118936
12371,1994,Total Male Chinese,35 - 39 Years,120225
12372,1994,Total Male Chinese,40 - 44 Years,103798
12373,1994,Total Male Chinese,45 - 49 Years,76609
12374,1994,Total Male Chinese,50 - 54 Years,55303
12375,1994,Total Male Chinese,55 - 59 Years,44083
12376,1994,Total Male Chinese,60 - 64 Years,34165
12377,1994,Total Male Chinese,65 - 69 Years,24736
12378,1994,Total Male Chinese,70 - 74 Years,16267
12379,1994,Total Male Chinese,75 - 79 Years,11139
12380,1994,Total Male Chinese,80 - 84 Years,7134
12381,1994,Total Male Chinese,65 Years & Over,63222
12382,1994,Total Male Chinese,70 Years & Over,38486
12383,1994,Total Male Chinese,75 Years & Over,22219
12384,1994,Total Male Chinese,80 Years & Over,11080
12385,1994,Total Male Chinese,85 Years & Over,3946
12386,1994,Total Female Chinese,0  -  4 Years,83466
12387,1994,Total Female Chinese,5  -  9 Years,76509
12388,1994,Total Female Chinese,10 - 14 Years,73892
12389,1994,Total Female Chinese,15 - 19 Years,76566
12390,1994,Total Female Chinese,20 - 24 Years,94453
12391,1994,Total Female Chinese,25 - 29 Years,104937
12392,1994,Total Female Chinese,30 - 34 Years,117192
12393,1994,Total Female Chinese,35 - 39 Years,117473
12394,1994,Total Female Chinese,40 - 44 Years,99824
12395,1994,Total Female Chinese,45 - 49 Years,74690
12396,1994,Total Female Chinese,50 - 54 Years,55429
12397,1994,Total Female Chinese,55 - 59 Years,44280
12398,1994,Total Female Chinese,60 - 64 Years,37087
12399,1994,Total Female Chinese,65 - 69 Years,30502
12400,1994,Total Female Chinese,70 - 74 Years,22186
12401,1994,Total Female Chinese,75 - 79 Years,16992
12402,1994,Total Female Chinese,80 - 84 Years,11756
12403,1994,Total Female Chinese,65 Years & Over,89330
12404,1994,Total Female Chinese,70 Years & Over,58828
12405,1994,Total Female Chinese,75 Years & Over,36642
12406,1994,Total Female Chinese,80 Years & Over,19650
12407,1994,Total Female Chinese,85 Years & Over,7894
12408,1994,Total Indians,0  -  4 Years,20194
12409,1994,Total Indians,5  -  9 Years,17951
12410,1994,Total Indians,10 - 14 Years,15507
12411,1994,Total Indians,15 - 19 Years,12703
12412,1994,Total Indians,20 - 24 Years,15619
12413,1994,Total Indians,25 - 29 Years,20242
12414,1994,Total Indians,30 - 34 Years,23373
12415,1994,Total Indians,35 - 39 Years,21085
12416,1994,Total Indians,40 - 44 Years,16692
12417,1994,Total Indians,45 - 49 Years,12039
12418,1994,Total Indians,50 - 54 Years,9101
12419,1994,Total Indians,55 - 59 Years,7541
12420,1994,Total Indians,60 - 64 Years,8063
12421,1994,Total Indians,65 - 69 Years,6920
12422,1994,Total Indians,70 - 74 Years,4114
12423,1994,Total Indians,75 - 79 Years,1892
12424,1994,Total Indians,80 - 84 Years,856
12425,1994,Total Indians,65 Years & Over,14168
12426,1994,Total Indians,70 Years & Over,7248
12427,1994,Total Indians,75 Years & Over,3134
12428,1994,Total Indians,80 Years & Over,1242
12429,1994,Total Indians,85 Years & Over,386
12430,1994,Total Male Indians,0  -  4 Years,10283
12431,1994,Total Male Indians,5  -  9 Years,9243
12432,1994,Total Male Indians,10 - 14 Years,8029
12433,1994,Total Male Indians,15 - 19 Years,6576
12434,1994,Total Male Indians,20 - 24 Years,7677
12435,1994,Total Male Indians,25 - 29 Years,10019
12436,1994,Total Male Indians,30 - 34 Years,11796
12437,1994,Total Male Indians,35 - 39 Years,10837
12438,1994,Total Male Indians,40 - 44 Years,8464
12439,1994,Total Male Indians,45 - 49 Years,6165
12440,1994,Total Male Indians,50 - 54 Years,5065
12441,1994,Total Male Indians,55 - 59 Years,3838
12442,1994,Total Male Indians,60 - 64 Years,5282
12443,1994,Total Male Indians,65 - 69 Years,4980
12444,1994,Total Male Indians,70 - 74 Years,3000
12445,1994,Total Male Indians,75 - 79 Years,1384
12446,1994,Total Male Indians,80 - 84 Years,604
12447,1994,Total Male Indians,65 Years & Over,10228
12448,1994,Total Male Indians,70 Years & Over,5248
12449,1994,Total Male Indians,75 Years & Over,2248
12450,1994,Total Male Indians,80 Years & Over,864
12451,1994,Total Male Indians,85 Years & Over,260
12452,1994,Total Female Indians,0  -  4 Years,9910
12453,1994,Total Female Indians,5  -  9 Years,8709
12454,1994,Total Female Indians,10 - 14 Years,7478
12455,1994,Total Female Indians,15 - 19 Years,6126
12456,1994,Total Female Indians,20 - 24 Years,7942
12457,1994,Total Female Indians,25 - 29 Years,10222
12458,1994,Total Female Indians,30 - 34 Years,11577
12459,1994,Total Female Indians,35 - 39 Years,10248
12460,1994,Total Female Indians,40 - 44 Years,8227
12461,1994,Total Female Indians,45 - 49 Years,5874
12462,1994,Total Female Indians,50 - 54 Years,4036
12463,1994,Total Female Indians,55 - 59 Years,3703
12464,1994,Total Female Indians,60 - 64 Years,2781
12465,1994,Total Female Indians,65 - 69 Years,1939
12466,1994,Total Female Indians,70 - 74 Years,1113
12467,1994,Total Female Indians,75 - 79 Years,508
12468,1994,Total Female Indians,80 - 84 Years,252
12469,1994,Total Female Indians,65 Years & Over,3937
12470,1994,Total Female Indians,70 Years & Over,1998
12471,1994,Total Female Indians,75 Years & Over,885
12472,1994,Total Female Indians,80 Years & Over,377
12473,1994,Total Female Indians,85 Years & Over,125
12474,1994,Other Ethnic Groups (Total),0  -  4 Years,4744
12475,1994,Other Ethnic Groups (Total),5  -  9 Years,3472
12476,1994,Other Ethnic Groups (Total),10 - 14 Years,2425
12477,1994,Other Ethnic Groups (Total),15 - 19 Years,1820
12478,1994,Other Ethnic Groups (Total),20 - 24 Years,2136
12479,1994,Other Ethnic Groups (Total),25 - 29 Years,2963
12480,1994,Other Ethnic Groups (Total),30 - 34 Years,3636
12481,1994,Other Ethnic Groups (Total),35 - 39 Years,3209
12482,1994,Other Ethnic Groups (Total),40 - 44 Years,2634
12483,1994,Other Ethnic Groups (Total),45 - 49 Years,2080
12484,1994,Other Ethnic Groups (Total),50 - 54 Years,1433
12485,1994,Other Ethnic Groups (Total),55 - 59 Years,1349
12486,1994,Other Ethnic Groups (Total),60 - 64 Years,1241
12487,1994,Other Ethnic Groups (Total),65 - 69 Years,1068
12488,1994,Other Ethnic Groups (Total),70 - 74 Years,759
12489,1994,Other Ethnic Groups (Total),75 - 79 Years,449
12490,1994,Other Ethnic Groups (Total),80 - 84 Years,279
12491,1994,Other Ethnic Groups (Total),65 Years & Over,2742
12492,1994,Other Ethnic Groups (Total),70 Years & Over,1674
12493,1994,Other Ethnic Groups (Total),75 Years & Over,915
12494,1994,Other Ethnic Groups (Total),80 Years & Over,466
12495,1994,Other Ethnic Groups (Total),85 Years & Over,187
12496,1994,Other Ethnic Groups (Males),0  -  4 Years,2447
12497,1994,Other Ethnic Groups (Males),5  -  9 Years,1787
12498,1994,Other Ethnic Groups (Males),10 - 14 Years,1237
12499,1994,Other Ethnic Groups (Males),15 - 19 Years,920
12500,1994,Other Ethnic Groups (Males),20 - 24 Years,921
12501,1994,Other Ethnic Groups (Males),25 - 29 Years,1034
12502,1994,Other Ethnic Groups (Males),30 - 34 Years,1376
12503,1994,Other Ethnic Groups (Males),35 - 39 Years,1382
12504,1994,Other Ethnic Groups (Males),40 - 44 Years,1284
12505,1994,Other Ethnic Groups (Males),45 - 49 Years,1076
12506,1994,Other Ethnic Groups (Males),50 - 54 Years,742
12507,1994,Other Ethnic Groups (Males),55 - 59 Years,643
12508,1994,Other Ethnic Groups (Males),60 - 64 Years,635
12509,1994,Other Ethnic Groups (Males),65 - 69 Years,522
12510,1994,Other Ethnic Groups (Males),70 - 74 Years,372
12511,1994,Other Ethnic Groups (Males),75 - 79 Years,207
12512,1994,Other Ethnic Groups (Males),80 - 84 Years,97
12513,1994,Other Ethnic Groups (Males),65 Years & Over,1261
12514,1994,Other Ethnic Groups (Males),70 Years & Over,739
12515,1994,Other Ethnic Groups (Males),75 Years & Over,367
12516,1994,Other Ethnic Groups (Males),80 Years & Over,160
12517,1994,Other Ethnic Groups (Males),85 Years & Over,63
12518,1994,Other Ethnic Groups (Females),0  -  4 Years,2297
12519,1994,Other Ethnic Groups (Females),5  -  9 Years,1686
12520,1994,Other Ethnic Groups (Females),10 - 14 Years,1188
12521,1994,Other Ethnic Groups (Females),15 - 19 Years,900
12522,1994,Other Ethnic Groups (Females),20 - 24 Years,1215
12523,1994,Other Ethnic Groups (Females),25 - 29 Years,1929
12524,1994,Other Ethnic Groups (Females),30 - 34 Years,2260
12525,1994,Other Ethnic Groups (Females),35 - 39 Years,1827
12526,1994,Other Ethnic Groups (Females),40 - 44 Years,1350
12527,1994,Other Ethnic Groups (Females),45 - 49 Years,1003
12528,1994,Other Ethnic Groups (Females),50 - 54 Years,691
12529,1994,Other Ethnic Groups (Females),55 - 59 Years,707
12530,1994,Other Ethnic Groups (Females),60 - 64 Years,606
12531,1994,Other Ethnic Groups (Females),65 - 69 Years,546
12532,1994,Other Ethnic Groups (Females),70 - 74 Years,387
12533,1994,Other Ethnic Groups (Females),75 - 79 Years,243
12534,1994,Other Ethnic Groups (Females),80 - 84 Years,182
12535,1994,Other Ethnic Groups (Females),65 Years & Over,1482
12536,1994,Other Ethnic Groups (Females),70 Years & Over,936
12537,1994,Other Ethnic Groups (Females),75 Years & Over,549
12538,1994,Other Ethnic Groups (Females),80 Years & Over,306
12539,1994,Other Ethnic Groups (Females),85 Years & Over,124
12540,1995,Total Residents,0  -  4 Years,248089
12541,1995,Total Residents,5  -  9 Years,230583
12542,1995,Total Residents,10 - 14 Years,209583
12543,1995,Total Residents,15 - 19 Years,199898
12544,1995,Total Residents,20 - 24 Years,237425
12545,1995,Total Residents,25 - 29 Years,267010
12546,1995,Total Residents,30 - 34 Years,308824
12547,1995,Total Residents,35 - 39 Years,307434
12548,1995,Total Residents,40 - 44 Years,260994
12549,1995,Total Residents,45 - 49 Years,208085
12550,1995,Total Residents,50 - 54 Years,128066
12551,1995,Total Residents,55 - 59 Years,115530
12552,1995,Total Residents,60 - 64 Years,95326
12553,1995,Total Residents,65 - 69 Years,76091
12554,1995,Total Residents,70 - 74 Years,50597
12555,1995,Total Residents,75 - 79 Years,34178
12556,1995,Total Residents,80 - 84 Years,21689
12557,1995,Total Residents,65 Years & Over,196671
12558,1995,Total Residents,70 Years & Over,120580
12559,1995,Total Residents,75 Years & Over,69983
12560,1995,Total Residents,80 Years & Over,35805
12561,1995,Total Residents,85 Years & Over,14116
12562,1995,Total Male Residents,0  -  4 Years,128032
12563,1995,Total Male Residents,5  -  9 Years,119331
12564,1995,Total Male Residents,10 - 14 Years,108670
12565,1995,Total Male Residents,15 - 19 Years,103121
12566,1995,Total Male Residents,20 - 24 Years,118792
12567,1995,Total Male Residents,25 - 29 Years,131308
12568,1995,Total Male Residents,30 - 34 Years,154906
12569,1995,Total Male Residents,35 - 39 Years,155495
12570,1995,Total Male Residents,40 - 44 Years,132331
12571,1995,Total Male Residents,45 - 49 Years,105077
12572,1995,Total Male Residents,50 - 54 Years,64130
12573,1995,Total Male Residents,55 - 59 Years,57559
12574,1995,Total Male Residents,60 - 64 Years,46606
12575,1995,Total Male Residents,65 - 69 Years,36600
12576,1995,Total Male Residents,70 - 74 Years,23848
12577,1995,Total Male Residents,75 - 79 Years,14624
12578,1995,Total Male Residents,80 - 84 Years,8609
12579,1995,Total Male Residents,65 Years & Over,88662
12580,1995,Total Male Residents,70 Years & Over,52062
12581,1995,Total Male Residents,75 Years & Over,28214
12582,1995,Total Male Residents,80 Years & Over,13590
12583,1995,Total Male Residents,85 Years & Over,4981
12584,1995,Total Female Residents,0  -  4 Years,120057
12585,1995,Total Female Residents,5  -  9 Years,111252
12586,1995,Total Female Residents,10 - 14 Years,100914
12587,1995,Total Female Residents,15 - 19 Years,96777
12588,1995,Total Female Residents,20 - 24 Years,118633
12589,1995,Total Female Residents,25 - 29 Years,135702
12590,1995,Total Female Residents,30 - 34 Years,153919
12591,1995,Total Female Residents,35 - 39 Years,151939
12592,1995,Total Female Residents,40 - 44 Years,128663
12593,1995,Total Female Residents,45 - 49 Years,103009
12594,1995,Total Female Residents,50 - 54 Years,63936
12595,1995,Total Female Residents,55 - 59 Years,57972
12596,1995,Total Female Residents,60 - 64 Years,48721
12597,1995,Total Female Residents,65 - 69 Years,39491
12598,1995,Total Female Residents,70 - 74 Years,26749
12599,1995,Total Female Residents,75 - 79 Years,19554
12600,1995,Total Female Residents,80 - 84 Years,13080
12601,1995,Total Female Residents,65 Years & Over,108010
12602,1995,Total Female Residents,70 Years & Over,68519
12603,1995,Total Female Residents,75 Years & Over,41770
12604,1995,Total Female Residents,80 Years & Over,22216
12605,1995,Total Female Residents,85 Years & Over,9136
12606,1995,Total Malays,0  -  4 Years,48538
12607,1995,Total Malays,5  -  9 Years,44980
12608,1995,Total Malays,10 - 14 Years,37259
12609,1995,Total Malays,15 - 19 Years,27696
12610,1995,Total Malays,20 - 24 Years,32143
12611,1995,Total Malays,25 - 29 Years,38589
12612,1995,Total Malays,30 - 34 Years,46299
12613,1995,Total Malays,35 - 39 Years,40094
12614,1995,Total Malays,40 - 44 Years,29768
12615,1995,Total Malays,45 - 49 Years,20949
12616,1995,Total Malays,50 - 54 Years,11966
12617,1995,Total Malays,55 - 59 Years,12449
12618,1995,Total Malays,60 - 64 Years,11497
12619,1995,Total Malays,65 - 69 Years,9481
12620,1995,Total Malays,70 - 74 Years,6189
12621,1995,Total Malays,75 - 79 Years,3259
12622,1995,Total Malays,80 - 84 Years,1376
12623,1995,Total Malays,65 Years & Over,21034
12624,1995,Total Malays,70 Years & Over,11553
12625,1995,Total Malays,75 Years & Over,5364
12626,1995,Total Malays,80 Years & Over,2105
12627,1995,Total Malays,85 Years & Over,729
12628,1995,Total Male Malays,0  -  4 Years,25041
12629,1995,Total Male Malays,5  -  9 Years,23010
12630,1995,Total Male Malays,10 - 14 Years,19204
12631,1995,Total Male Malays,15 - 19 Years,14379
12632,1995,Total Male Malays,20 - 24 Years,16380
12633,1995,Total Male Malays,25 - 29 Years,19252
12634,1995,Total Male Malays,30 - 34 Years,23449
12635,1995,Total Male Malays,35 - 39 Years,20408
12636,1995,Total Male Malays,40 - 44 Years,14820
12637,1995,Total Male Malays,45 - 49 Years,10309
12638,1995,Total Male Malays,50 - 54 Years,5588
12639,1995,Total Male Malays,55 - 59 Years,6084
12640,1995,Total Male Malays,60 - 64 Years,5225
12641,1995,Total Male Malays,65 - 69 Years,4805
12642,1995,Total Male Malays,70 - 74 Years,3371
12643,1995,Total Male Malays,75 - 79 Years,1766
12644,1995,Total Male Malays,80 - 84 Years,698
12645,1995,Total Male Malays,65 Years & Over,11004
12646,1995,Total Male Malays,70 Years & Over,6199
12647,1995,Total Male Malays,75 Years & Over,2828
12648,1995,Total Male Malays,80 Years & Over,1062
12649,1995,Total Male Malays,85 Years & Over,364
12650,1995,Total Female Malays,0  -  4 Years,23497
12651,1995,Total Female Malays,5  -  9 Years,21971
12652,1995,Total Female Malays,10 - 14 Years,18055
12653,1995,Total Female Malays,15 - 19 Years,13317
12654,1995,Total Female Malays,20 - 24 Years,15763
12655,1995,Total Female Malays,25 - 29 Years,19337
12656,1995,Total Female Malays,30 - 34 Years,22851
12657,1995,Total Female Malays,35 - 39 Years,19686
12658,1995,Total Female Malays,40 - 44 Years,14949
12659,1995,Total Female Malays,45 - 49 Years,10640
12660,1995,Total Female Malays,50 - 54 Years,6378
12661,1995,Total Female Malays,55 - 59 Years,6365
12662,1995,Total Female Malays,60 - 64 Years,6272
12663,1995,Total Female Malays,65 - 69 Years,4677
12664,1995,Total Female Malays,70 - 74 Years,2818
12665,1995,Total Female Malays,75 - 79 Years,1493
12666,1995,Total Female Malays,80 - 84 Years,678
12667,1995,Total Female Malays,65 Years & Over,10032
12668,1995,Total Female Malays,70 Years & Over,5355
12669,1995,Total Female Malays,75 Years & Over,2537
12670,1995,Total Female Malays,80 Years & Over,1044
12671,1995,Total Female Malays,85 Years & Over,366
12672,1995,Total Chinese,0  -  4 Years,174443
12673,1995,Total Chinese,5  -  9 Years,163174
12674,1995,Total Chinese,10 - 14 Years,153547
12675,1995,Total Chinese,15 - 19 Years,157121
12676,1995,Total Chinese,20 - 24 Years,187986
12677,1995,Total Chinese,25 - 29 Years,205791
12678,1995,Total Chinese,30 - 34 Years,235132
12679,1995,Total Chinese,35 - 39 Years,241609
12680,1995,Total Chinese,40 - 44 Years,211029
12681,1995,Total Chinese,45 - 49 Years,170967
12682,1995,Total Chinese,50 - 54 Years,106065
12683,1995,Total Chinese,55 - 59 Years,93657
12684,1995,Total Chinese,60 - 64 Years,74818
12685,1995,Total Chinese,65 - 69 Years,58189
12686,1995,Total Chinese,70 - 74 Years,39113
12687,1995,Total Chinese,75 - 79 Years,28361
12688,1995,Total Chinese,80 - 84 Years,19134
12689,1995,Total Chinese,65 Years & Over,157544
12690,1995,Total Chinese,70 Years & Over,99355
12691,1995,Total Chinese,75 Years & Over,60242
12692,1995,Total Chinese,80 Years & Over,31881
12693,1995,Total Chinese,85 Years & Over,12747
12694,1995,Total Male Chinese,0  -  4 Years,90157
12695,1995,Total Male Chinese,5  -  9 Years,84759
12696,1995,Total Male Chinese,10 - 14 Years,79779
12697,1995,Total Male Chinese,15 - 19 Years,81024
12698,1995,Total Male Chinese,20 - 24 Years,94008
12699,1995,Total Male Chinese,25 - 29 Years,101281
12700,1995,Total Male Chinese,30 - 34 Years,118173
12701,1995,Total Male Chinese,35 - 39 Years,122091
12702,1995,Total Male Chinese,40 - 44 Years,107387
12703,1995,Total Male Chinese,45 - 49 Years,86551
12704,1995,Total Male Chinese,50 - 54 Years,53090
12705,1995,Total Male Chinese,55 - 59 Years,46639
12706,1995,Total Male Chinese,60 - 64 Years,35982
12707,1995,Total Male Chinese,65 - 69 Years,26067
12708,1995,Total Male Chinese,70 - 74 Years,16776
12709,1995,Total Male Chinese,75 - 79 Years,11130
12710,1995,Total Male Chinese,80 - 84 Years,7172
12711,1995,Total Male Chinese,65 Years & Over,65404
12712,1995,Total Male Chinese,70 Years & Over,39337
12713,1995,Total Male Chinese,75 Years & Over,22561
12714,1995,Total Male Chinese,80 Years & Over,11431
